"","PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","DetectedShift","X1B_PositionAtReleaseX","X1B_PositionAtReleaseZ","X2B_PositionAtReleaseX","X2B_PositionAtReleaseZ","X3B_PositionAtReleaseX","X3B_PositionAtReleaseZ","SS_PositionAtReleaseX","SS_PositionAtReleaseZ","LF_PositionAtReleaseX","LF_PositionAtReleaseZ","CF_PositionAtReleaseX","CF_PositionAtReleaseZ","RF_PositionAtReleaseX","RF_PositionAtReleaseZ","X1B_Name","X1B_Id","X2B_Name","X2B_Id","X3B_Name","X3B_Id","SS_Name","SS_Id","LF_Name","LF_Id","CF_Name","CF_Id","RF_Name","RF_Id","FHC","Counter_1","date_str","game_date","formatted_date","GameNumber","Games","Tilt_1","Tilt_2","Count","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_L1","Zone_L2","Zone_L3","Zone_L4","Zone_Name","AB","SLG_VAL","Out_Zone_NotSwinging","In_Zone_NotSwinging","Out_Zone_Swinging","In_Zone_Swinging","Strike_Awarded","SacrificeFly","hc_x","hc_y","location_x","location_y","season","strikeZone"
"71",71,"2024-04-16","18:36:19.58",4,3,"Livengood, Josh",10072811,"Right","CEN_COL","Dailey, Andrew",1000229640,"Right","BER_COL1","Undefined",3,"Top",1,1,1,"Slider","Curveball","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,75.67226,-0.513809,-2.261306,1714.544592,109.257632,6.83512,1.74348,5.82479,-46.23888,2.66748,-3.31071,2.50385,-0.63567,69.83552,-8.989656,-2.855111,0.503332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06024,1.99331,-1.55674,50,6.76594,4.45814,-109.87103,-2.39675,1.29615,19.4497,-29.73724,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","bf0b80e0-fc41-11ee-8791-cb7907cd9ef4",74.8859,NA,NA,5.83674,NA,NA,NA,NA,NA,NA,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:36:19.58","2024-04-16T18:36:19.5827234-04:00","2024-04-16T22:36:19.5827234Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","203bf8ba-d01d-4956-9a27-c768768fcd8b",54.67223,-110.69503,9.72485,6.84079,-1.1369,-14.86862,-1.74445,4.40323,0.64807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",79.2078,62.45463,111.19143,42.34747,74.73135,-55.17505,106.31855,-35.68761,252.30416,-148.97399,337.82688,6.18666,263.72772,136.59307,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",52,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",9,45,"1-1",0,0,0,1,0,0,0,0,0,0,0,0,0,"4",0,0,0,1,0,0,1,0,NA,NA,NA,NA,"spring24","in"
"72",72,"2024-04-16","18:36:36.94",4,4,"Livengood, Josh",10072811,"Right","CEN_COL","Dailey, Andrew",1000229640,"Right","BER_COL1","Undefined",3,"Top",1,1,2,"Slider","Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,75.85708,1.120103,-1.372738,1772.58063,105.010914,6.91551,2.01199,5.78367,-46.18349,2.8652,-4.64788,4.1094,0.34731,69.24516,-7.398251,-2.205473,0.504063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94476,1.66016,-1.89612,50,6.98048,2.81087,-110.07816,0.73016,2.36988,20.78719,-30.15095,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","c95c0970-fc41-11ee-8791-cb7907cd9ef4",74.7772,NA,NA,6.61191,NA,NA,NA,NA,NA,NA,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:36:36.94","2024-04-16T18:36:36.9472034-04:00","2024-04-16T22:36:36.9472034Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","93cb584b-656d-474c-8cbd-0fb1f557d1e7",54.71168,-110.96435,10.3936,6.92195,2.01553,-15.07548,-2.0138,2.70984,1.18494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",77.93154,61.04455,111.51214,40.46917,78.46278,-57.75838,99.87019,-32.69258,248.43598,-147.02446,339.33992,6.19653,265.6024,137.69169,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",53,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",9,30,"1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"73",73,"2024-04-16","18:36:56.53",4,5,"Livengood, Josh",10072811,"Right","CEN_COL","Dailey, Andrew",1000229640,"Right","BER_COL1","Undefined",3,"Top",1,2,2,"Fastball","Four-Seam","StrikeCalled","Strikeout","Undefined","Undefined",0,0,NA,85.14903,-4.20834,-1.386877,1825.431442,177.806558,6.99736,1.73886,6.23359,-16.53265,21.73856,-0.78374,1.72936,0.39392,77.93058,-7.367492,-1.528423,0.445254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01193,12.83985,-1.63509,50,6.6745,3.0174,-123.37329,-9.48232,0.01837,24.95521,-12.41966,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","d4fd06d0-fc41-11ee-8791-cb7907cd9ef4",84.65385,NA,NA,7.21845,NA,NA,NA,NA,NA,NA,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:36:56.53","2024-04-16T18:36:56.5369378-04:00","2024-04-16T22:36:56.5369378Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","47e6029c-4782-4680-bf77-24d97812e79e",54.26148,-124.23228,12.47761,6.99354,-9.05482,-6.20983,-1.73894,3.01677,0.00918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",78.37475,61.72547,111.33485,41.48275,77.73605,-57.58677,98.10412,-32.61795,250.1124,-147.90061,337.71995,-1.27607,265.42166,138.07841,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",54,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",12,0,"2-2",0,0,0,0,0,0,0,0,1,0,0,0,0,"9",1,0,0,1,0,0,1,0,NA,NA,NA,NA,"spring24","in"
"74",74,"2024-04-16","18:37:23.95",5,1,"Livengood, Josh",10072811,"Right","CEN_COL","Davis, Darius",1000229650,"Right","BER_COL1","Undefined",3,"Top",2,0,0,"Slider","Curveball","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,75.54845,-0.075393,-1.7188,1729.428482,68.943196,6.91059,1.70105,5.78078,-48.57235,0.84217,-2.02059,2.79272,-0.06697,69.27567,-8.989963,-2.081199,0.50594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5165,0.98189,-1.55809,50,6.87548,3.36476,-109.65634,-1.64635,0.62489,20.53983,-30.98607,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","e5602020-fc41-11ee-8791-cb7907cd9ef4",74.49989,NA,NA,6.27278,NA,NA,NA,NA,NA,NA,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:37:23.95","2024-04-16T18:37:23.9504418-04:00","2024-04-16T22:37:23.9504418Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","afbad1f8-feeb-4742-bda2-ea06c26fd441",54.71545,-110.53606,10.26992,6.91757,-0.3192,-15.49304,-1.70163,3.338,0.31244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",94.1727,74.72802,145.14173,44.26952,91.23807,-68.73237,142.90702,-49.82303,267.63287,-159.68748,345.62839,-3.96916,265.51585,135.92917,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",55,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",8,15,"0-0",0,0,0,0,1,0,0,0,0,0,0,0,0,"5",0,0,0,1,0,0,1,0,NA,NA,NA,NA,"spring24","in"
"75",75,"2024-04-16","18:37:38.32",5,2,"Livengood, Josh",10072811,"Right","CEN_COL","Davis, Darius",1000229650,"Right","BER_COL1","Undefined",3,"Top",2,0,1,"Fastball","Changeup","StrikeSwinging","Undefined","Undefined","Undefined",0,0,NA,84.21549,-3.166853,-2.908829,1855.281,189.441398,6.9907,1.77667,6.39172,-17.48036,21.23422,3.32638,2.61462,-0.62377,77.30463,-6.510524,-2.307327,0.447825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5228,12.31627,-1.56909,50,6.75441,6.08171,-122.12676,-7.18485,-3.81866,23.54808,-13.53133,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","edfb3080-fc41-11ee-8791-cb7907cd9ef4",84.16774,NA,NA,6.91086,NA,NA,NA,NA,NA,NA,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:37:38.32","2024-04-16T18:37:38.3244834-04:00","2024-04-16T22:37:38.3244834Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","f33ee9eb-ffbc-492e-8ab6-c0f5fa5b15fe",54.10436,-122.9156,11.77404,6.98751,-6.73156,-6.76566,-1.77496,6.20963,-1.90933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",94.41882,76.34259,145.79087,44.41517,97.52536,-73.20749,143.03254,-44.8719,273.58997,-162.36451,345.44912,-3.18722,265.74231,136.40386,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",56,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",12,15,"0-1",0,0,0,1,0,0,0,0,0,0,0,0,0,"4",0,0,0,0,0,1,1,0,NA,NA,NA,NA,"spring24","in"
"76",76,"2024-04-16","18:37:52.38",5,3,"Livengood, Josh",10072811,"Right","CEN_COL","Davis, Darius",1000229650,"Right","BER_COL1","Undefined",3,"Top",2,0,2,"Slider","Curveball","InPlay","Undefined","GroundBall","Out",1,0,NA,77.64147,0.461737,-1.730464,1823.665557,63.570515,6.93157,1.86718,5.5293,-50.38042,-2.58886,-8.6739,3.16503,-0.47374,70.36733,-8.760277,-3.278109,0.497562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81473,-0.98658,-1.71087,50,6.93823,3.7344,-112.53678,-0.75603,4.79878,24.05427,-33.4151,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","f657b140-fc41-11ee-8791-cb7907cd9ef4",75.7543,NA,NA,7.27414,NA,NA,NA,NA,NA,NA,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:37:52.38","2024-04-16T18:37:52.3889186-04:00","2024-04-16T22:37:52.3889186Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","4857a207-1835-4ce1-95ba-825d8f554fb8",54.96735,-113.59357,12.02713,6.93919,0.71201,-16.70755,-1.87031,3.52357,2.39939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",95.64418,81.72374,143.88808,55.23247,102.87233,-76.90314,145.24289,-47.16034,275.42124,-163.03551,345.86364,-2.8009,259.40871,138.77771,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",57,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",8,0,"0-2",1,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,1,1,0,NA,NA,NA,NA,"spring24","in"
"77",77,"2024-04-16","18:40:06.85",1,1,"Hay, Derek",1000229653,"Right","BER_COL1","Thompson, Karson",1000126727,"Right","CEN_COL","Undefined",3,"Bottom",0,0,0,"Fastball","Changeup","InPlay","Undefined","LineDrive","Single",0,0,NA,82.89029,0.450482,-5.083702,1788.303586,220.690565,5.12339,3.83197,6.35746,-30.45167,9.83485,7.33524,3.00199,-0.24774,75.58308,-5.26275,-3.76425,0.456826,97.09601,12.932994,-19.706434,1038.237333,101.94877,17.66359,-41.30906,230.44914,229.60743,-25.061907,2.024996,-5.30803,5.37331,-3.46638,50,5.14184,10.41318,-120.04118,0.07577,-7.71937,23.96128,-24.35974,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","4668abd0-fc42-11ee-8791-cb7907cd9ef4",82.50934,17.7601,NA,7.30721,NA,NA,NA,2.5472,3.16358,0.1372,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:40:06.85","2024-04-16T18:40:06.8532770-04:00","2024-04-16T22:40:06.8532770Z","LineDrive","v3",NA,NA,NA,"Manrique, Marcelo",1000229684,"Right","BER_COL1","c3fc4bfe-dc2e-4544-ac7d-e78ac04c213d",54.13994,-120.86472,11.98064,5.12485,0.91301,-12.17987,-3.82884,10.67849,-3.85969,106.05588,2.54718,130.66735,-21.16305,4.85243,-0.80513,-0.04326,0.08977,-0.02923,0.00352,3.1636,31.87097,-18.26851,1.07402,-0.25214,0.18743,-0.10061,0.02885,-0.00333,0.13717,-46.79989,-2.76259,1.64905,-0.30263,-0.13075,0.11641,-0.03615,0.00428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","","","","NoShift",84.2544,64.52133,150.43717,38.05287,79.72977,-60.45977,134.64124,-56.42566,261.43978,-135.60782,313.7906,-13.28572,262.38282,134.70265,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",19,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",1,15,"0-0",0,1,0,0,0,0,0,0,0,0,0,0,0,"2",1,1,0,0,0,1,1,0,-97.6176250074716,208.752497984192,-557.594062518679,-26.2062449604811,"spring24","in"
"78",78,"2024-04-16","18:40:45.22",2,1,"Hay, Derek",1000229653,"Right","BER_COL1","Carter, Ethan",1000280109,"Right","CEN_COL","Undefined",3,"Bottom",0,0,0,"Fastball","Changeup","StrikeSwinging","Undefined","Undefined","Undefined",0,0,NA,82.36924,0.163205,-5.833706,1903.984051,229.448567,5.41523,3.57573,6.07259,-27.29978,14.37485,15.06296,3.29205,-0.58567,74.33782,-4.986789,-3.142593,0.46463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.48174,7.77863,-3.13038,50,5.41352,11.55911,-118.96056,-0.44095,-13.44631,25.03165,-21.143,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","5d4c32e0-fc42-11ee-8791-cb7907cd9ef4",81.12358,NA,NA,8.03142,NA,NA,NA,NA,NA,NA,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:40:45.22","2024-04-16T18:40:45.2217378-04:00","2024-04-16T22:40:45.2217378Z","","v3",NA,NA,NA,"Manrique, Marcelo",1000229684,"Right","BER_COL1","fe51f62d-8246-4639-9c12-bbdce9398a86",54.42148,-119.88732,12.51582,5.41536,0.34183,-10.5715,-3.56756,12.05694,-6.72316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",64.86568,61.17136,140.43211,25.64666,80.58331,-62.82051,129.21185,-44.67658,264.52672,-137.1818,334.04713,-15.86072,254.68405,129.82339,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",20,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",1,45,"0-0",1,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,1,1,0,NA,NA,NA,NA,"spring24","in"
"79",79,"2024-04-16","18:41:35.98",2,2,"Hay, Derek",1000229653,"Right","BER_COL1","Carter, Ethan",1000280109,"Right","CEN_COL","Undefined",3,"Bottom",0,0,1,"Fastball","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,82.38792,0.14623,-6.238027,1795.27613,207.153506,5.27313,3.56754,6.47449,-26.1112,15.52832,7.12646,3.23227,-1.58962,73.50295,-4.849101,-4.958428,0.464434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.8341,8.51268,-3.12945,50,5.272,12.70561,-118.77279,-0.36169,-8.13444,27.82343,-20.30491,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","7b8f1600-fc42-11ee-8791-cb7907cd9ef4",81.15776,NA,NA,8.88497,NA,NA,NA,NA,NA,NA,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:41:35.98","2024-04-16T18:41:35.9855138-04:00","2024-04-16T22:41:35.9855138Z","","v3",NA,NA,NA,"Manrique, Marcelo",1000229684,"Right","BER_COL1","b7cb2ecd-6aae-4622-abad-30aba42a77f4",54.01495,-119.70962,13.91171,5.27267,0.32199,-10.15245,-3.56187,12.9795,-4.06722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",64.14686,60.72783,142.3689,27.21002,76.33587,-60.14881,129.61135,-44.19573,272.6249,-142.93433,342.64273,-17.01136,249.35825,141.63544,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",21,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",1,0,"0-1",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"80",80,"2024-04-16","18:42:07.73",2,3,"Hay, Derek",1000229653,"Right","BER_COL1","Carter, Ethan",1000280109,"Right","CEN_COL","Undefined",3,"Bottom",0,1,1,"Fastball","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,82.57607,-0.539618,-6.361966,1829.904855,212.329295,5.36835,3.56708,6.36042,-26.35899,14.62261,8.35969,2.67208,-1.61522,74.8995,-5.520905,-4.864124,0.46075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.22075,8.19237,-3.1084,50,5.31675,12.97382,-119.20951,-1.8423,-8.8849,24.51294,-20.47317,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","8e9080e0-fc42-11ee-8791-cb7907cd9ef4",81.80662,NA,NA,7.67656,NA,NA,NA,NA,NA,NA,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:42:07.73","2024-04-16T18:42:07.7390882-04:00","2024-04-16T22:42:07.7390882Z","","v3",NA,NA,NA,"Manrique, Marcelo",1000229684,"Right","BER_COL1","11877c96-873e-462b-80d3-7342ff15ce3e",54.13326,-120.05642,12.25647,5.36818,-1.13496,-10.23659,-3.56195,13.28078,-4.44245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",63.27549,60.03757,141.28757,28.34549,74.76021,-58.09391,133.92704,-47.30391,272.54575,-142.20508,334.10161,-15.17996,255.88982,133.64,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",22,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",1,0,"1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"81",81,"2024-04-16","18:42:29.28",2,4,"Hay, Derek",1000229653,"Right","BER_COL1","Carter, Ethan",1000280109,"Right","CEN_COL","Undefined",3,"Bottom",0,2,1,"Fastball","Changeup","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,82.73827,-0.345458,-4.040246,1810.884892,224.106822,5.38942,3.58032,6.04935,-28.94856,11.7789,10.15099,2.65645,0.67995,75.62196,-5.757815,-2.219028,0.45932,52.72424,39.472221,117.930781,5177.726564,NA,NA,NA,NA,15.71702,NA,NA,-6.36843,6.55579,-3.27103,50,5.34692,8.08452,-119.94848,-1.59219,-9.27015,23.38756,-22.63115,"CEN_COL","BER_COL1","GaryWright","D3","Team","20240416-GaryWright-1","9b52a5b0-fc42-11ee-8791-cb7907cd9ef4",82.06143,15.2934,NA,7.11631,NA,NA,NA,0.47926,2.53869,-0.75329,"decadbd8-2ea2-4bfa-ab3a-eb235ba6b22a","2024-04-16","22:42:29.28","2024-04-16T18:42:29.2857890-04:00","2024-04-16T22:42:29.2857890Z","","v3",NA,NA,NA,"Manrique, Marcelo",1000229684,"Right","BER_COL1","2a2b0bb0-d502-40a5-8987-58316e2e8be4",54.44747,-120.81254,11.69378,5.3903,-0.75609,-11.31557,-3.57604,8.427,-4.63508,292.712786,0.48104,-28.04209,-1.51463,NA,NA,NA,NA,NA,NA,2.54058,49.07276,-19.17793,NA,NA,NA,NA,NA,NA,-0.74828,52.51093,-12.40671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low","","","","NoShift",65.84181,60.80093,139.86176,27.8932,77.5222,-60.27494,128.614,-43.39017,272.28956,-141.81369,333.33774,-15.32379,253.00886,126.38287,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",23,"20240416",2024-04-16,"04-16-24","1","BER_COL1 vs CEN_COL on 04-16-24 , Game 1",1,30,"2-1",0,0,0,0,0,1,0,0,0,0,0,0,0,"6",0,0,0,0,0,0,0,0,NA,NA,NA,NA,"spring24","in"
