"","PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","DetectedShift","X1B_PositionAtReleaseX","X1B_PositionAtReleaseZ","X2B_PositionAtReleaseX","X2B_PositionAtReleaseZ","X3B_PositionAtReleaseX","X3B_PositionAtReleaseZ","SS_PositionAtReleaseX","SS_PositionAtReleaseZ","LF_PositionAtReleaseX","LF_PositionAtReleaseZ","CF_PositionAtReleaseX","CF_PositionAtReleaseZ","RF_PositionAtReleaseX","RF_PositionAtReleaseZ","X1B_Name","X1B_Id","X2B_Name","X2B_Id","X3B_Name","X3B_Id","SS_Name","SS_Id","LF_Name","LF_Id","CF_Name","CF_Id","RF_Name","RF_Id","FHC","Counter_1","date_str","game_date","formatted_date","GameNumber","Games","Tilt_1","Tilt_2","Count","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_L1","Zone_L2","Zone_L3","Zone_L4","Zone_Name","AB","SLG_VAL","Out_Zone_NotSwinging","In_Zone_NotSwinging","Out_Zone_Swinging","In_Zone_Swinging","Strike_Awarded","SacrificeFly","hc_x","hc_y","location_x","location_y","season","strikeZone"
"242",242,"2024-04-27","14:26:22.74",2,5,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lynch, Michael",1000079043,"Left","CEN_COL","Undefined",8,"Bottom",0,2,2,"Curveball","Curveball","StrikeSwinging","Strikeout","Undefined","Undefined",0,0,NA,68.44428,3.405876,1.560142,2091.495702,342.474133,5.89332,-2.01936,5.87587,-76.36981,-15.68458,5.62217,2.69722,-0.10154,62.33242,-10.585338,2.569891,0.560677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33898,-8.39587,1.89011,50,6.12563,-2.89108,-99.22234,3.70585,-2.29063,18.48844,-40.39636,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","a6bdb8c0-04c3-11ef-a487-bb1091214b2a",67.22663,NA,NA,6.11186,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:26:22.74","2024-04-27T14:26:22.7435178-04:00","2024-04-27T18:26:22.7435178Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","eb8da73d-10ef-4180-99ad-bbf1bd732f45",54.6252,-100.08046,9.24422,5.91011,5.5808,-20.19818,2.02183,-2.78476,-1.14531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",64.51846,59.93194,143.39096,35.45935,81.10156,-61.51514,142.74108,-30.77792,241.81075,-135.40036,322.78456,-1.50116,274.94336,151.74324,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",111,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",5,30,"2-2",0,0,0,0,1,0,0,0,0,0,0,0,0,"5",1,0,0,0,0,1,1,0,NA,NA,NA,NA,"spring24","in"
"243",243,"2024-04-27","14:26:54.97",3,1,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lohr, Ayden",10022392,"Right","CEN_COL","Undefined",8,"Bottom",1,0,0,"Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,69.31922,5.174586,0.999242,1947.73491,341.793525,5.88057,-2.09539,5.82625,-76.89567,-16.86379,6.30008,4.29674,-0.6414,62.14305,-8.955962,2.127353,0.557651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.80547,-9.51237,2.01024,50,6.26053,-1.96981,-100.17306,6.77729,-2.7763,20.1164,-41.58745,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","b9f35300-04c3-11ef-a487-bb1091214b2a",67.59147,NA,NA,7.17617,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:26:54.97","2024-04-27T14:26:54.9714090-04:00","2024-04-27T18:26:54.9714090Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","5472af27-3936-4242-ac9d-84db18ef7a45",54.67293,-101.10711,10.0582,5.90102,8.70829,-20.79373,2.09871,-1.8409,-1.38815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",64.3116,59.44842,138.73846,27.57441,78.46764,-58.63553,136.56022,-35.87509,243.08357,-141.29499,325.06129,-1.71812,261.84614,147.61103,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",112,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",5,30,"0-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"244",244,"2024-04-27","14:27:16.25",3,2,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lohr, Ayden",10022392,"Right","CEN_COL","Undefined",8,"Bottom",1,1,0,"Fastball","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,83.84975,-2.119375,4.936686,2050.894986,148.843932,5.99724,-1.85479,5.97335,-19.28036,21.34859,-11.96001,2.41761,1.73636,75.22985,-5.830744,2.798964,0.458764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75493,12.08737,1.46987,50,5.81838,-9.97554,-121.07621,-4.98989,11.29498,27.7875,-14.56889,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","c694a960-04c3-11ef-a487-bb1091214b2a",82.16087,NA,NA,8.6199,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:27:16.25","2024-04-27T14:27:16.2556586-04:00","2024-04-27T18:27:16.2556586Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","15de77c3-4139-43d9-86a8-97b00cbd6c3f",54.52002,-122.10917,13.89375,5.99381,-4.44832,-7.28444,1.84849,-10.39542,5.64749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",64.23495,59.74361,137.65775,27.58933,77.52107,-59.22286,136.35975,-36.08221,241.17455,-139.98265,326.26162,-2.02511,263.06483,145.77771,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",113,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,0,"1-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"245",245,"2024-04-27","14:27:42.86",3,3,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lohr, Ayden",10022392,"Right","CEN_COL","Undefined",8,"Bottom",1,2,0,"Fastball","Changeup","InPlay","Undefined","Popup","Out",1,0,NA,83.14004,-1.944489,3.256996,2053.945222,151.510418,6.1115,-1.8202,5.93817,-20.21533,20.57844,-10.39316,2.61949,0.3383,75.41707,-5.798441,1.393847,0.459693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35032,11.58068,1.56632,50,5.94501,-6.45162,-120.45582,-4.64207,9.24523,25.38675,-15.31405,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","d66cc0c0-04c3-11ef-a487-bb1091214b2a",81.99474,NA,NA,7.72297,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:27:42.86","2024-04-27T14:27:42.8641450-04:00","2024-04-27T18:27:42.8641450Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","42010a22-e470-497f-8ffb-fe79f6528159",54.55807,-121.41266,12.69337,6.1091,-4.06488,-7.65702,1.81605,-6.80008,4.62262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",63.44558,59.04934,136.81769,29.03854,77.31733,-59.13563,136.7355,-34.6401,243.65547,-143.17539,328.92355,-1.03314,266.65898,147.66791,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",114,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,0,"2-0",0,0,0,0,0,1,0,0,0,0,0,0,0,"6",1,0,0,0,0,1,1,0,NA,NA,NA,NA,"spring24","in"
"246",246,"2024-04-27","14:28:23.35",4,1,"Tarantino, Nick",1000181535,"Left","MIL_COL","LaFramboise, Jamie",1000241981,"Right","CEN_COL","Undefined",8,"Bottom",2,0,0,"Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,69.50345,1.247648,2.5895,2212.179226,321.435266,5.92987,-1.90874,6.01044,-71.70748,-13.12528,12.08721,1.11141,1.49903,63.65634,-11.867826,4.767172,0.550877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.37111,-6.64398,1.69885,50,5.98894,-4.95026,-100.8477,0.18925,-5.41861,19.51934,-38.87676,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","eea3a2d0-04c3-11ef-a487-bb1091214b2a",68.42265,NA,NA,5.8471,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:28:23.35","2024-04-27T14:28:23.3554090-04:00","2024-04-27T18:28:23.3554090Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","7f0acb7b-8623-43b4-a1b8-86ea3d0ec4db",54.49062,-101.71316,9.75967,5.94233,1.91299,-19.43838,1.91301,-4.71001,-2.7093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",64.21116,60.10079,138.56724,29.15772,79.54352,-60.65129,136.70212,-38.40608,236.22176,-120.4209,320.39357,-1.48047,265.39288,145.14898,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",115,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",4,45,"0-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"247",247,"2024-04-27","14:28:49.14",4,2,"Tarantino, Nick",1000181535,"Left","MIL_COL","LaFramboise, Jamie",1000241981,"Right","CEN_COL","Undefined",8,"Bottom",2,1,0,"Fastball","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,84.10336,-3.241731,5.108396,2070.824259,154.891952,5.91101,-1.88851,6.26917,-18.62788,20.87623,-9.14103,1.35512,2.07152,76.55093,-6.805282,3.466386,0.452369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22729,12.18524,1.51401,50,5.66085,-10.51252,-121.51903,-7.36924,9.26147,25.01099,-14.05164,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","fdf2b410-04c3-11ef-a487-bb1091214b2a",83.3224,NA,NA,7.55242,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:28:49.14","2024-04-27T14:28:49.1450026-04:00","2024-04-27T18:28:49.1450026Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","5ddf2479-78ff-4bf1-9be4-a4e201c2db9a",54.2259,-122.38571,12.5055,5.90777,-6.88232,-7.02582,1.88385,-10.83345,4.63073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",64.29986,59.90842,143.21413,34.44319,85.07598,-65.78267,136.76748,-38.47279,235.31212,-119.86191,325.55303,-1.7682,245.4554,131.77581,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",116,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,15,"1-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"248",248,"2024-04-27","14:29:14.15",4,3,"Tarantino, Nick",1000181535,"Left","MIL_COL","LaFramboise, Jamie",1000241981,"Right","CEN_COL","Undefined",8,"Bottom",2,2,0,"Fastball","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,83.72254,-4.612035,3.95098,2011.402534,145.939025,6.11017,-1.70713,5.98357,-21.38363,18.68643,-11.73564,0.03406,0.98269,76.84973,-8.617729,1.846267,0.455598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.20048,11.31945,1.40162,50,5.73282,-7.91639,-121.02503,-10.39393,10.67915,23.62685,-15.38599,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","0cdac620-04c4-11ef-a487-bb1091214b2a",82.73188,NA,NA,6.87281,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:29:14.15","2024-04-27T14:29:14.1523626-04:00","2024-04-27T18:29:14.1523626Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","1ad71828-0070-44e5-a494-422e4ede9dc9",54.51486,-121.90324,11.81342,6.10853,-9.82203,-7.693,1.70326,-8.31334,5.33957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",65.15333,58.77033,137.67969,28.24972,84.96285,-73.36,135.58756,-38.82077,235.21935,-123.15067,319.93526,-1.92756,246.57433,132.67796,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",117,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",10,45,"2-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"249",249,"2024-04-27","14:29:42.77",4,4,"Tarantino, Nick",1000181535,"Left","MIL_COL","LaFramboise, Jamie",1000241981,"Right","CEN_COL","Undefined",8,"Bottom",2,3,0,"Fastball","Changeup","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,80.94518,-1.353128,4.017178,1917.801524,135.215905,5.87413,-2.15281,5.92223,-25.31753,17.78686,-16.14997,2.50541,0.23511,73.41558,-6.133671,1.125157,0.472533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.45252,9.95823,1.83998,50,5.75136,-7.60244,-117.19797,-3.48487,13.036,23.89579,-18.44063,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","1de7db10-04c4-11ef-a487-bb1091214b2a",79.76679,NA,NA,7.5296,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:29:42.77","2024-04-27T14:29:42.7721386-04:00","2024-04-27T18:29:42.7721386Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","5588c34c-ca24-4eca-a08f-12f616daeee2",54.57286,-118.12666,11.9479,5.87287,-2.76819,-9.22032,2.14529,-8.10908,6.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",99.85294,77.29669,141.06137,19.74978,85.18107,-71.91561,138.16263,-39.55857,238.88436,-123.37976,315.80716,0.23119,249.92355,135.52395,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",118,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",10,30,"3-0",0,0,0,0,1,0,0,0,0,0,0,0,0,"5",0,0,0,1,0,0,1,0,NA,NA,NA,NA,"spring24","in"
"250",250,"2024-04-27","14:30:04.55",4,5,"Tarantino, Nick",1000181535,"Left","MIL_COL","LaFramboise, Jamie",1000241981,"Right","CEN_COL","Undefined",8,"Bottom",2,3,1,"Fastball","Changeup","BallCalled","Walk","Undefined","Undefined",0,0,NA,82.87426,-1.229472,2.006237,2040.979881,147.811817,5.9745,-2.02583,5.75386,-19.96127,21.98399,-12.78292,3.16572,-1.22278,73.90254,-5.080381,-0.280786,0.466136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12855,12.03898,1.86691,50,5.86065,-3.6631,-119.92734,-3.09178,10.1198,28.65001,-15.08335,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","2ae8b690-04c4-11ef-a487-bb1091214b2a",80.86141,NA,NA,8.97172,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:30:04.55","2024-04-27T14:30:04.5543082-04:00","2024-04-27T18:30:04.5543082Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","f3c2771e-0715-4628-9d42-c637f28a2e3b",54.73659,-121.0536,14.325,5.97054,-2.49885,-7.54167,2.01873,-4.06092,5.0599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",100.61609,77.99696,148.35769,26.54001,87.12323,-74.97176,136.18894,-40.6408,229.44342,-131.63643,318.15416,-2.52593,249.7017,136.23587,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",119,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,0,"3-1",0,0,0,0,0,0,0,0,0,1,0,0,0,"L1",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","buffer"
"251",251,"2024-04-27","14:30:39.95",5,1,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lopez, Aaron",1000190334,"Right","CEN_COL","Undefined",8,"Bottom",2,0,0,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,77.99223,-0.313008,2.105141,1818.799621,115.100719,5.7021,-2.34294,5.86508,-38.42967,7.95268,-13.57127,2.20867,-1.51749,70.9819,-7.444714,-0.330692,0.490171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56059,4.64807,2.18019,50,5.65464,-3.64865,-113.14604,-1.78339,9.70735,22.48768,-26.20622,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","3ffef7b0-04c4-11ef-a487-bb1091214b2a",76.8965,NA,NA,7.01033,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:30:39.95","2024-04-27T14:30:39.9537834-04:00","2024-04-27T18:30:39.9537834Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","131529e1-dcf6-43fd-8b09-44bc1061cd74",54.63049,-114.06263,11.24384,5.70556,-0.71523,-13.10311,2.33698,-4.04432,4.85367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",100.13197,77.82895,143.6751,29.00821,87.37108,-67.99834,137.71126,-38.55478,268.33838,-139.38324,343.40843,-1.2236,275.42864,152.48735,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",120,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",9,45,"0-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"252",252,"2024-04-27","14:31:04.07",5,2,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lopez, Aaron",1000190334,"Right","CEN_COL","Undefined",8,"Bottom",2,1,0,"Fastball","Changeup","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,83.2156,-2.131984,2.584478,2010.834234,142.79613,6.02243,-2.19929,5.98711,-22.26237,18.30489,-12.8295,2.18841,-0.87152,75.6379,-6.348474,0.279232,0.458416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35559,10.45666,2.00234,50,5.84185,-4.94117,-120.6331,-5.11553,10.75497,25.16573,-16.88482,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","4e66b630-04c4-11ef-a487-bb1091214b2a",82.22331,NA,NA,7.57771,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","18:31:04.07","2024-04-27T14:31:04.0799402-04:00","2024-04-27T18:31:04.0799402Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","fc761d7f-7f5c-4252-8466-cadd661dbb7a",54.50829,-121.56995,12.58286,6.02058,-4.48696,-8.44241,2.19374,-5.34155,5.37749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",99.18169,77.12363,143.45894,24.54548,87.35944,-68.3865,138.83363,-37.62134,264.0252,-137.33767,353.31698,-1.39911,277.49646,155.222,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",121,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",10,45,"1-0",0,0,0,0,0,0,0,0,0,0,0,1,0,"L3",0,0,1,0,0,0,1,0,NA,NA,NA,NA,"spring24","buffer"
